Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Outside source,Notes
Christodoulos,101,341713,Kos: Pelion,,,Patmos: Typikon,63,Kos: Pelion: endured great toils on  Pelion,Specifies presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341714,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,63,Patmos: by God's will was to find his fate and his tomb on Patmos,Specifies presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341716,Kos: Pelion,,,Patmos: Typikon,63,Kos: Pelion: related what happened to him on  Pelion,Specifies presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341718,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,64,Patmos: was possessed with desire for Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341719,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,64,Patmos: above Sinai set  Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341720,Sinai,,,Patmos: Typikon,64,Sinai: set Patmos above Sinai,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341722,Kos: Kellia and Zagora,,,Patmos: Typikon,64,Kos: Kellia and Zagora: was begged by <Alexios 1> to accept the government of  Kellia and Zagora,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341723,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,65,Patmos: begged <Alexios 1> to grant his wish about Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341726,Kos,https://pleiades.stoa.org/places/599581,,Patmos: Typikon,65,Kos: renounced in favour of the fisc all his possessions from <Arsenios 107> on Kos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341727,Strobilos (Caria),https://pleiades.stoa.org/places/599965,,Patmos: Typikon,65,Strobilos (Caria): renounced in favour of the fisc all his possessions from <Arsenios 107> at Strobilos (Caria),Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341730,Leros (Aegean),https://pleiades.stoa.org/places/599764,,Patmos: Typikon,65,Leros (Aegean): retained two estates which came to him from (<Konstantinos 224>) Kaballarios and <Arsenios 107> on Leros (Aegean),Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341733,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,65,Patmos: was by imperial chrysobull the entire island of Patmos,Dignity,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341734,Narkioi (Aegean),,,Patmos: Typikon,65,Narkioi (Aegean): was given by imperial chrysobull the islet of Narkioi (Aegean),Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341735,Leipsos (Aegean),,https://www.geonames.org/258260,Patmos: Typikon,65,Leipsos (Aegean): was given by imperial chrysobull the islet of Leipsos (Aegean),Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341736,Parthenion (Leros),,https://www.geonames.org/255718,Patmos: Typikon,65,Parthenion (Leros): was given by imperial chrysobull the estate of Parthenion (Leros),Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341737,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,65,"Patmos: noted that laymen with families, young men and eunuchs were forbidden to live on Patmos",Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341738,Kos,https://pleiades.stoa.org/places/599581,,Patmos: Typikon,66,Kos: sailed for Kos,Specifies presence / Specifies presence near,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341740,Kos,https://pleiades.stoa.org/places/599581,,Patmos: Typikon,66,Kos: handed over to <Anonymus 14147> for the fisc all his immovable property on Kos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341741,Strobilos (Caria),https://pleiades.stoa.org/places/599965,,Patmos: Typikon,66,Strobilos (Caria): handed over to <Anonymus 14147> for the fisc all his immovable property in Strobilos (Caria),Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341744,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,66,Patmos: received for himself the whole island of Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341747,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,66,Patmos: delighted in the isolation and quietude of Patmos,Specifies presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341748,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,66,Patmos: because of Ioannes the Theologian was possessed by love of  Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341749,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,67,Patmos: was forced to admit married laymen to live on Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341750,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,67,Patmos: wished and directed that laymen be allowed to live on Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341751,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,67,Patmos: directed that laymen live in a well-defined area to the north of  Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341752,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,67,Patmos: forbade women or children to go into the interior of Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341753,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,68,Patmos: stressed his wishes about the restricted residence of laymen on Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341754,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,68,Patmos: ordered any layman who let his womenfolk trespass within the interior of to be expelled from Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341755,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,76,Patmos: noted the many remote places suitable for monks wishing to progress to the solitary life on Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341756,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,77,Patmos: instructed that a lapsed solitary who failed to submit should be expelled from Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341757,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Typikon,77,Patmos: stipulated severe treatment of solitaries on  Patmos,Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341758,"Latros, Mount",https://pleiades.stoa.org/places/599753,,Patmos: Typikon,80,"Latros, Mount: came from Latros, Mount",Specifies presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christodoulos,101,341711,Kos: Pelion,,,Patmos: Typikon,62-3,"Kos: Pelion: found, was delighted with and eager to build a monastery on  Pelion",Specifies presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Christophoros,107,225957,Chalcedon,https://pleiades.stoa.org/places/520988,,Alexios Stoudites,"26.7, 42.11",Chalcedon: was metropolitan of Chalcedon,Dignity,,,,
Christophoros,102,226438,Kopteriou (Mesopotamia),,,Boilas,22.62,Kopteriou (Mesopotamia): was bequeathed by <Eustathios 105> Boilas his chorion of Kopteriou (Mesopotamia),Specifies presence,,,,
Christophoros,102,226441,Chouspakrati (Mesopotamia),,,Boilas,22.62,Chouspakrati (Mesopotamia): was bequeathed by <Eustathios 105> Boilas his chorion of Chouspakrati (Mesopotamia),Specifies presence,,,,
Chrysoskoulos,101,234621,"Constantinople: Great Palace, Chrysotriklinos",,,Attaleiates: History,142.12-13 / 106.21-22,"Constantinople: Great Palace, Chrysotriklinos: was received by the emperor (<Romanos 4>) in the  Great Palace, Chrysotriklinos",Specifies presence,,,,
Damianos,103,229792,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,577C,Ephesos: went to find some like-minded people to assist his plot at Ephesos,Does not specify presence,,,,
Damianos,103,229793,Amorion,https://pleiades.stoa.org/places/609302,,Lazaros of Galesion,577E,Amorion: abandoned the other monks when they reached Amorion,Specifies presence,,,,
Danishmend,101,431758,Neokaisareia,https://pleiades.stoa.org/places/614769,,Albert of Aachen,VII.27,Neokaisareia: imprisoned <Bohemond 61> in Neokaisareia,Specifies presence,,,,"Albert calles this place Nixandria (modern Niksar), only the editors call it Neocaesarea, p. 525, n. 35, and PBW accepts it as such."
Danishmend,101,431834,Herakleia,https://pleiades.stoa.org/places/511333,,Albert of Aachen,VIII.30-31,Herakleia: massaced the army of <William 26103> at Herakleia,Specifies presence,"J 1101, June 23",,,"Albert calls this place Germanicopla, not Herakleia."
Danishmend,101,233007,Pontos,https://pleiades.stoa.org/places/344460,,"Theophylaktos of Ohrid, Letters",427.14,Pontos: imposed taxes on the Greek cities between the Tanais and Lake Maiotis in the Pontos,Does not specify presence,,,,
Danishmend,101,233008,Lazika,,,"Theophylaktos of Ohrid, Letters",427.15,Lazika: imposed taxes on the Greek cities up to the Phasis in Lazika,Does not specify presence,,,,
Danishmend,101,233009,Armenia,https://pleiades.stoa.org/places/874350,,"Theophylaktos of Ohrid, Letters",427.18,Armenia: imposed taxes on the Greek cities of Armenia,Does not specify presence,,,,
David,110,225966,Synada (Phrygia),https://pleiades.stoa.org/places/609538,,Alexios Stoudites,26.26,Synada (Phrygia): was metropolitan of Synada (Phrygia),Dignity,,,,
David,102,234834,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Attaleiates: History,271.17 / 194.20-21,Constantinople: Hagia Sophia: dragged away the bishop of Ikonion from the altar table in the sanctuary of  Hagia Sophia,Specifies presence,,,,
David,102,234835,Herakleia (Thrace),https://pleiades.stoa.org/places/511333,,Attaleiates: History,271.23 / 194.25,Herakleia (Thrace): fled Constantinople on horseback and reached <Roussel 61> at Herakleia (Thrace),Specifies presence,,,,
Demetrios,101,225903,Kyzikos,https://pleiades.stoa.org/places/511218,,Alexios Stoudites,"11.31, 18.28, 25.9, 42.9, Rhalles-Potles 5.32",Kyzikos: was metropolitan of Kyzikos,Dignity,,,,
Demetrios,101,225909,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Alexios Stoudites,"18.29, 25.10",Constantinople: Hagia Sophia: served as oikonomos of  Hagia Sophia,Dignity,,,,"Alexios specifies presence but doesn't say Hagia Sophia nor he mentions Constantinople (or 'the City'), but he says that Demetrios was oikonomos of the ""great church,"" which is Hagia Sophia, but this was still noteworthy."
Demetrios,147,225017,Kypsella (Thrace),https://pleiades.stoa.org/places/501489,,Chrysobull of 1079,31.35,Kypsella (Thrace): was metropolitan of Kypsella (Thrace),Dignity,,,,
Demetrios,105,227983,Servia (Macedonia),https://pleiades.stoa.org/places/491676,,Kekaumenos,112.9,Servia (Macedonia): attempted but initially failed to capture Servia (Macedonia),Does not specify presence,,,,
Demetrios,105,227984,Servia (Macedonia),https://pleiades.stoa.org/places/491676,,Kekaumenos,114.6,Servia (Macedonia): captured without bloodshed the kastron of Servia (Macedonia),Specifies presence / Specifies presence near,,,,
Demetrios,116,339662,Kamena (Chalkidike),,,Lavra,205.13,"Kamena (Chalkidike): went together with <Nikolaos 211>, <Georgios 229>, and the other witnesses to Kamena (Chalkidike)",Specifies presence,,,,
Demetrios,101,417030,Kyzikos,https://pleiades.stoa.org/places/511218,,Seals,,Kyzikos: was metropolitan of Kyzikos,Dignity,,,,
Demetrios,103,233029,Ohrid,https://pleiades.stoa.org/places/481900,,"Theophylaktos of Ohrid, Letters",539.9,Ohrid: suffered from ill health after leaving Ohrid,Specifies presence,,,,
Dionysios,103,225948,Prokonnesos (Marmara),https://pleiades.stoa.org/places/511379,,Alexios Stoudites,"20.16, Rhalles-Potles 5.24, 5.32",Proikonnesos (Marmara): was archbishop of Proikonnesos (Marmara),Dignity,,,,
Dobromir,101,234860,Mesembria (Bulgaria),https://pleiades.stoa.org/places/216882,,Attaleiates: History,302.3-4 / 216.7,Mesembria (Bulgaria): raided the region of Mesembria (Bulgaria),Specifies presence,,,,
Dobronas,101,228042,Zara (Dalmatia),https://pleiades.stoa.org/places/197312,,Kekaumenos,236.6,Zara (Dalmatia): was ruler of Salona and Zara (Dalmatia),Dignity,,,,
Dobronas,101,228043,Salona (Dalmatia),,,Kekaumenos,236.6,Salona (Dalmatia): was ruler of Iadora (Zara) and Salona (Dalmatia),Dignity,,,,
Dobronas,101,228046,Constantinople: Praitorion,,,Kekaumenos,236.22-23,Constantinople: Praitorion: was imprisoned and died in the  Praitorion,Specifies presence,,,,
Dominikos,101,434682,Venice,https://pleiades.stoa.org/places/818739154,,Domenico of Grado,p. 205 A 1,Venice: called himself patriarch of Venice,Dignity,,,,
Dominikos,101,444698,Venice,https://pleiades.stoa.org/places/818739154,,"Gregory VII, in Caspar","I, 18 (29.25)",Venice: was patriarch of Venice,Dignity,,,,
Dominikos,101,434886,Venice,https://pleiades.stoa.org/places/818739154,,Petros of Antioch  ,ep. to Keroularios (Will) 199.7,Venice: was archbishop of Venice,Dignity,,,,
Dorotheos,102,229760,Ikonion,https://pleiades.stoa.org/places/648647,,Lazaros of Galesion,562A,Ikonion: hailed from Ikonion,Specifies presence,,,,
Eirene,61,373006,Constantinople: Great Palace,,,Anna Komnene,89.62,Constantinople: Great Palace: when her husband <Alexios 1> came to the throne she went to live in the   Great Palace,Specifies presence,,,,
Eirene,61,443947,Thessalonike,https://pleiades.stoa.org/places/491741,,Anna Komnene,394.28,Thessalonike: she had spent some time at Thessalonike,Specifies presence,J 1108,Editor,,
Eirene,61,443949,Kalli(ou)polis (Dardanelles),,,Anna Komnene,438.49,Kalli(ou)polis (Dardanelles): spent time with <Alexios 1> at Kallioupolis,Specifies presence,,,,
Eirene,61,444040,Princes' Islands: Prinkipo,,https://www.geonames.org/750249,Anna Komnene,463.77,Princes' Islands: Prinkipo: was positiond on Prinkipo,Specifies presence,,,,
Eirene,61,444042,Helenopolis (Bithynia),https://pleiades.stoa.org/places/511240,,Anna Komnene,464.20,Helenopolis (Bithynia): her ship was forced to anchor off Helenopolis,Specifies presence,,,,
Eirene,61,444054,Nikomedeia,https://pleiades.stoa.org/places/511337,,Anna Komnene,466.91-92,Nikomedeia: she was summoned to Nikomedeia in a lull in the fighting,Specifies presence,,,,
