Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Notes
Anonymi,180,395557,Kalothekia (Thrakesion),,,"Nea Mone,","Gedeon 405, 428",Kalothekia (Thrakesion): sold to Nea Mone their estate of Kalothekia (Thrakesion),Does not specify presence,,,
Anonyma,210,395565,Helos (Patras?),,,"Nea Mone,",Gedeon 429,Helos (Patras?): was probably the sebaste to whom <Konstantinos 9> granted the estate of Helos (Patras?),Does not specify presence,,,
Niketas,166,395571,"Nea Mone, Chios",,,"Nea Mone,",Gedeon 431,"Nea Mone, Chios: was a monk at Nea Mone, Chios",Does not specify presence,,,
Ioannes,438,395572,"Nea Mone, Chios",,,"Nea Mone,",Gedeon 431,"Nea Mone, Chios: was a monk at Nea Mone, Chios",Does not specify presence,,,
Basileios,232,395575,Agallianoi (Thrakesion?),,,"Nea Mone,",Gedeon 445,Agallianoi (Thrakesion?): hailed (?) from Agallianoi (Thrakesion?),Does not specify presence,,,
Niketas,166,395524,"Nea Mone, Chios",,,"Nea Mone,",Miklosich-MÃ¼ller 5.1,"Nea Mone, Chios: founded on Chios the monastery of Nea Mone, Chios",Specifies presence,"J 1045, February [TAQ]",source,
Ioannes,438,395525,"Nea Mone, Chios",,,"Nea Mone,",Miklosich-MÃ¼ller 5.1,"Nea Mone, Chios: founded on Chios the monastery of Nea Mone, Chios",Specifies presence,"J 1045, February [TAQ]",source,
Eustathios,122,395523,"Nea Mone, Chios",,,"Nea Mone,",Miklosich-MÃ¼ller 5.1,"Nea Mone, Chios: was requested by <Konstantinos 9> to prepare a copy of his pittakion for the monks of Nea Mone, Chios",Does not specify presence,,,
Niketas,166,395530,"Nea Mone, Chios",,,"Nea Mone,",Miklosich-MÃ¼ller 5.6,"Nea Mone, Chios: was hegoumenos of Nea Mone, Chios",Dignity,,,
Theodoros,236,395554,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Paschalios,101,395551,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Nikolaos,242,395535,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Nikolaos,241,395534,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Nikolaos,240,395533,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Moschos,105,395546,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Menas,103,395552,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Libanos,101,395547,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Leon,201,395540,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Ioannes,445,395539,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Ioannes,444,395538,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Ioannes,443,395537,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Ioannes,442,395536,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Georgios,256,395545,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Georgios,255,395544,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Georgios,254,395543,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Georgios,253,395542,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Georgios,252,395541,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Eustathios,123,395532,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Chrysaphes,101,395555,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Basileios,231,395553,Kalothekia (Thrakesion),,,"Nea Mone,",Miklosich-MÃ¼ller 5.7,Kalothekia (Thrakesion): was a paroikos of Nea Mone at the estate of Kalothekia (Thrakesion),Does not specify presence,,,
Basileios,255,444807,Phyteia,https://pleiades.stoa.org/places/609503,,Nicolas d'Andida,207.2,Phyteia: was bishop of Phyteia,Dignity,,,
Nikolaos,257,444811,Rhodes,https://pleiades.stoa.org/places/590031,,Nicolas d'Andida,208.21-22,Rhodes: made a journey to Rhodes,Specifies presence,,,
Ioannes,20164,435789,Sozopolis (Pisidia),https://pleiades.stoa.org/places/638758,,"Niketas Choniates, Historia",13.17-36,Sozopolis (Pisidia): made feint attacks which led to the capture of Sozopolis,Specifies presence,,,
Stephanos,52,435836,Danube,https://pleiades.stoa.org/places/226577,,"Niketas Choniates, Historia",17.39,Danube: to attack Byzantine territory crossed the Danube,Does not specify presence,,,Choniates does not mention Stephen II of Hungary
Stephanos,52,435834,Branicevo,,,"Niketas Choniates, Historia",17.39-40,"Branicevo: crossed the Danube, then attacked and destroyed Branicevo",Does not specify presence,,,
Stephanos,52,435835,Zeugminon (Serbia),,,"Niketas Choniates, Historia",17.39-40,Zeugminon (Serbia): used stone from Branicevo's walls to build Zeugminon,Does not specify presence,,,
Stephanos,52,435837,Serdica (Bulgaria),https://pleiades.stoa.org/places/207439,,"Niketas Choniates, Historia",17.41,Serdica (Bulgaria): after destroying Branicevo ravaged Serdica,Does not specify presence,,,
Stephanos,52,435827,Hungary,,,"Niketas Choniates, Historia",17.44-45,Hungary: was king of Hungary,Dignity,,,
Gumushtegin,101,445604,Kastamon (Paphlagonia),https://pleiades.stoa.org/places/844974,,"Niketas Choniates, Historia",18.74-75,Kastamon (Paphlagonia): was ruler of Kastamon,Dignity,,,
Gumushtegin,101,445599,Cappadocia,,,"Niketas Choniates, Historia",19.6-7,Cappadocia: was ruler of Cappadocia,Dignity,,,
Gumushtegin,101,445603,Kastamon (Paphlagonia),https://pleiades.stoa.org/places/844974,,"Niketas Choniates, Historia",19.6-9 ,Kastamon (Paphlagonia): gathered a large force and recaptured Kastamon,Specifies presence,"J 1134, September",editor,
Anonymus,25003,435875,Ganges,,https://www.geonames.org/1518649,"Niketas Choniates, Historia",21.45,Ganges: was the ruler of Gangra,Dignity,,,
Zengi,4001,435955,Shayzar (Cesarea Magna),,,"Niketas Choniates, Historia",31.8-11,Shayzar (Cesarea Magna): with his cavalry attacked <Ioannes 2> as he left Shayzar,Does not specify presence,,,"Choniates speaks about the troops of Zengi, not Zengi himself"
Konstantinos,20110,435979,Trebizond,https://pleiades.stoa.org/places/857359,,"Niketas Choniates, Historia",34.85-86,Trebizond: had been for some time (rebel) ruler of Trebizond,Dignity,,,
Basileios,254,444674,Calabria,,,Nikolaos III to Urban II,l. 48,Calabria: was metropolitan of Calabria,Dignity,,,
Nikolaos,238,395336,Hierissos,,,Xeropotamou,52.1,Hierissos: was bishop of Hierissos,Dignity,,,
Nikolaos,238,395338,Hierissos: Hagios Nikolaos,,https://www.geonames.org/736130,Xeropotamou,52.11,Hierissos: Hagios Nikolaos: was ordered by the judge (<Anonymus 681>) to abandon his claims on the church of  Hagios Nikolaos,Does not specify presence,,,
Nikolaos,238,395337,Hierissos: Hagios Nikolaos,,https://www.geonames.org/736130,Xeropotamou,52.5,Hierissos: Hagios Nikolaos: attempted to appropriate the church of  Hagios Nikolaos,Does not specify presence,,,
Lazaros,109,395340,Athos: Politou,https://pleiades.stoa.org/places/501365,,Xeropotamou,55.3,Athos: Politou: was hegoumenos of the monastery of  Politou,Dignity,,,
Gerasimos,119,395341,Athos: Loutrakenou,https://pleiades.stoa.org/places/501365,,Xeropotamou,55.4,Athos: Loutrakenou: was a monk (and hegoumenos) of the monastery of  Loutrakenou,Dignity,,,
Joseph,110,395343,Athos: Gerakare,https://pleiades.stoa.org/places/501365,,Xeropotamou,55.7,Athos: Gerakare: was hegoumenos of the monastery of  Gerakare,Dignity,,,
Petros,140,395344,Athos: kyr Athanasiou,https://pleiades.stoa.org/places/501365,,Xeropotamou,55.7,Athos: kyr Athanasiou: was hegoumenos of the monastery of  kyr Athanasiou,Dignity,,,
Iakobos,115,395349,Athos: Leontos,https://pleiades.stoa.org/places/501365,,Xeropotamou,55.8,Athos: Leontos: was hegoumenos of the monastery of  Leontos,Dignity,,,
Niketas,163,395350,Athos: Sarabari,https://pleiades.stoa.org/places/501365,,Xeropotamou,55.8,Athos: Sarabari: was hegoumenos of the monastery of  Sarabari,Dignity,,,
Basileios,226,395352,Athos: Sikelou,https://pleiades.stoa.org/places/501365,,Xeropotamou,55.9,Athos: Sikelou: was hegoumenos of the monastery of  Sikelou,Dignity,,,
Symeon,131,395354,Athos: Chalkeos,https://pleiades.stoa.org/places/501365,,Xeropotamou,55.9,Athos: Chalkeos: was hegoumenos of the monastery of  Chalkeos,Dignity,,,
Theodoros,225,395351,Athos: Hagios Demetrios,https://pleiades.stoa.org/places/501365,https://www.geonames.org/734229,Xeropotamou,55.9,Athos: Hagios Demetrios: was hegoumenos of the monastery of  Hagios Demetrios,Dignity,,,
Theodoulos,121,395357,Athos: Hagioi Apostoloi Klementos,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.57,Athos: Hagioi Apostoloi Klementos: was hegoumenos of the monastery of  Hagioi Apostoloi Klementos,Dignity,,,
Ioannes,413,395358,Athos: Sikelou,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.58,Athos: Sikelou: was hegoumenos of the monastery of  Sikelou,Dignity,,,
Athanasios,114,395359,Athos: Politou,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.58,Athos: Politou: was a monk at the monastery of  Politou,Does not specify presence,,,
Thomas,115,395360,Athos: Hagios Nikolaos Pephlagonon,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.59,Athos: Hagios Nikolaos Pephlagonon: was hegoumenos of the monastery of  Hagios Nikolaos Pephlagonon,Dignity,,,
Sabas,108,395361,Athos: Xerokastron,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.60,Athos: Xerokastron: was hegoumenos of the monastery of  Xerokastron,Dignity,,,
Ionas,104,395363,Athos: Charontos,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.61,Athos: Charontos: was a monk (and hegoumenos?) at the monastery of  Charontos,Does not specify presence,,,
Kosmas,129,395364,Athos: Plaka,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.62,Athos: Plaka: was hegoumenos of the monastery of  Plaka,Dignity,,,
Kosmas,129,395365,"Athos, Mount",https://pleiades.stoa.org/places/501365,,Xeropotamou,63.62,"Athos, Mount: was oikonomos of (the central administration of) Athos, Mount",Dignity,,,
Nikodemos,105,395366,Athos: Loutrakenou,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.63,Athos: Loutrakenou: was hegoumenos of the monastery of  Loutrakenou,Dignity,,,
Theodoros,233,395368,Athos: Hosios Nikolaos,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.64,Athos: Hosios Nikolaos: was a monk (and hegoumenos?) at the monastery of  Hosios Nikolaos,Does not specify presence,,,
Christodoulos,104,395367,Athos: Hagios Prokopios,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.64,Athos: Hagios Prokopios: was hegoumenos of the monastery of  Hagios Prokopios,Dignity,,,
Dometios,103,395369,Athos: Hesychaston,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.65,Athos: Hesychaston: was hegoumenos of the monastery of  Hesychaston,Dignity,,,
Konstantinos,264,395371,Gomatou (Chalkidike),,,Xeropotamou,63.66,Gomatou (Chalkidike): was hegoumenos of the monastery of Gomatou (Chalkidike),Dignity,,,
Nikephoros,173,395370,Athos: Kaletze,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.66,Athos: Kaletze: was a monk (and hegoumenos?) at the monastery of  Kaletze,Dignity,,,
Metrophanes,103,395372,Gomatou (Chalkidike),,,Xeropotamou,63.67,Gomatou (Chalkidike): was a monk of the monastery of Gomatou (Chalkidike),Does not specify presence,,,
Kyriakos,126,395373,Athos: Ros,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.68,Athos: Ros: was a monk of the monastery of  Ros,Does not specify presence,,,
Ioannes,429,395374,Athos: Rabda,https://pleiades.stoa.org/places/501365,,Xeropotamou,63.68,Athos: Rabda: was a monk and hegoumenos of the monastery of  Rabda,Dignity,,,
Theodoretos,101,395375,Athos: Xeropotamou,https://pleiades.stoa.org/places/501365,https://www.geonames.org/733812,Xeropotamou,66.1,Athos: Xeropotamou: was hegoumenos of the monastery of  Xeropotamou,Dignity,,,
Ignatios,115,395376,Athos: Zygou,https://pleiades.stoa.org/places/501365,,Xeropotamou,66.5,Athos: Zygou: was a monk of the monastery of  Zygou,Does not specify presence,,,
Georgios,229,395377,Hierissos,,,Xeropotamou,66.9,Hierissos: was bishop of Hierissos,Dignity,,,
Niketas,164,395378,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Xeropotamou,67.25,Constantinople: Hagia Sophia: was protosynkellos of  Hagia Sophia,Dignity,,,
Leon,199,395316,Athos: Phalakrou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),67.16,Athos: Phalakrou: was a monk and presbyter at the monastery of  Phalakrou,Dignity,,,
Epiphanios,105,395318,Athos: Skamandrinou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),67.19,Athos: Skamandrinou: was a monk at the monastery of  Skamandrinou,Does not specify presence,,,
Klemes,109,395317,Athos: Thaumastou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),67.19,Athos: Thaumastou: was hegoumenos of the monastery of  Thaumastou,Dignity,,,
Gabriel,107,395314,Athos: Phalakrou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),67.2,Athos: Phalakrou: was hegoumenos of the monastery of the Archistrategos  Phalakrou,Dignity,,,
Nikolaos,235,395319,Athos: Philadelphou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),67.20,Athos: Philadelphou: was a monk at the monastery of  Philadelphou,Does not specify presence,,,
Gregorios,156,395320,Athos: Hagioi Apostoloi,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),67.21,Athos: Hagioi Apostoloi: was hegoumenos of the monastery of  Hagioi Apostoloi,Dignity,,,
Theodoulos,120,395315,Athos: Xylourgou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),67.2-3,Athos: Xylourgou: was hegoumenos of the Theotokos  Xylourgou,Dignity,,,
Kosmas,132,395321,Athos: Phalakrou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),70.5,Athos: Phalakrou: was hegoumenos of the monastery of  Phalakrou,Dignity,,,
Gerasimos,118,395322,Athos: Kynopodos,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),"70.5, 70.11",Athos: Kynopodos: was hegoumenos of the monastery of Hagios Demetrios  Kynopodos,Dignity,,,
Nikolaos,236,395323,Athos: Dorotheou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),70.6,Athos: Dorotheou: was hegoumenos of the monastery of  Dorotheou,Dignity,,,
Nikephoros,174,395325,Athos: kyr Dometiou,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),70.7,Athos: kyr Dometiou: was hegoumenos of the monastery of  kyr Dometiou,Dignity,,,
Neophytos,116,395324,Athos: Kaletze,https://pleiades.stoa.org/places/501365,,Pantokrator (Athos),70.7,Athos: Kaletze: was hegoumenos of the monastery of  Kaletze,Dignity,,,
Pothos,103,445132,Athens,https://pleiades.stoa.org/places/579885,,Parthenon inscriptions,"col. 6, no. 56",Athens: was an oikonomos at Athens,Dignity,,,
